Time
761
871
456
2077
0
977
759
4104
0
1253
1564
2381
2097
2297
559
476
2897
922
1023
832
0
2422
1764
1190
1178
1031
1893
781
0
1387
0
1288
2355
1936
2268
3238
898
910
1812
1353
234
1136
1135
1589
