Time
0
1388
0
669
0
2240
1154
1234
1788
1291
1543
1022
285
1799
415
0
2035
1608
1203
1919
1197
831
1064
3488
1800
1914
25
2362
1667
975
2540
1660
1162
104
957
826
2765
0
346
486
1018
1039
200
1261
1285
1015
