Time
0
384
2198
2988
65
2747
702
1640
0
380
127
2153
779
0
2856
132
1113
703
0
4089
818
859
2836
1289
982
5710
2320
1511
1577
1434
1493
2376
3218
3017
1213
525
998
1103
0
1991
