Time
0
3337
1318
290
922
2981
1735
915
0
1537
2436
2791
315
494
1181
883
747
2793
918
0
1796
653
820
869
1623
236
1000
1386
720
3012
0
2208
5
648
0
0
2698
0
0
1066
3592
294
