Time
0
2412
808
2381
0
1685
1299
0
1225
1302
3716
1798
101
2349
2003
2147
1281
657
1942
1129
0
1430
716
1314
2028
1814
1957
679
1422
1208
779
996
1150
1060
1637
2293
957
1157
