Time
898
805
1791
1591
5189
1945
2149
106
793
931
949
4259
420
554
0
1120
789
1258
246
934
860
642
1750
1522
3145
2835
4612
1584
0
500
1352
2081
0
1182
802
811
5120
1978
1605
1311
