Time
202
0
3505
0
3023
665
2495
0
1239
1267
1938
1057
2962
1043
1253
2167
0
1821
1233
2346
3490
750
3364
0
1690
435
521
577
543
2116
1357
1365
471
3852
2239
1051
815
895
1483
803
