Time
0
547
892
983
161
0
1720
0
1630
2056
569
1955
1228
1249
1896
2219
2602
1487
1378
2507
1114
1045
5129
3587
2876
921
2709
1694
2816
0
1346
322
462
2375
0
6
1142
291
480
1025
2151
948
