Time
0
2842
1740
2217
2341
1002
231
616
2594
1187
1767
1357
770
333
97
1961
1887
1923
0
1166
663
512
1955
0
279
1702
2388
979
1175
328
1235
389
1473
194
1131
2773
1864
0
947
1809
254
1753
