Time
1
63
1294
856
1489
713
1552
2388
1073
2366
1603
0
2267
1435
1462
1319
879
2113
1392
1909
675
604
1386
1347
1755
2471
2009
1721
1177
829
1910
2097
0
767
779
129
168
1372
1967
514
1160
0
1223
2233
1326
1459
951
