Time
69
432
2953
0
1055
1249
1262
1152
1222
192
1658
448
128
828
2073
299
1597
741
1159
1281
2082
884
1901
1300
1370
1037
3057
1217
2909
2000
1702
1712
964
1459
2446
1225
98
860
870
1377
477
935
2060
44
0
