Time
1384
372
1142
1967
1493
1373
3612
1418
524
410
1512
880
674
3455
461
1676
0
1833
632
961
0
812
1484
1540
1705
1843
723
1926
1154
1715
1761
1356
2458
1267
0
1413
2213
1399
2065
371
729
