Time
0
3512
0
505
335
1010
813
1240
830
1660
1337
2166
880
1325
2038
1769
1113
0
1632
1546
1016
744
0
1025
468
983
474
3092
215
680
940
668
1450
923
1540
2524
2271
341
811
1242
1359
1158
0
