Time
2163
3079
1462
1492
2657
2543
1530
1678
1577
860
1780
823
2289
757
1711
0
1803
1554
285
1598
912
1403
2036
2929
1865
0
1390
384
1431
0
65
1000
3367
986
0
1859
3409
1419
557
1739
