Time
1099
1316
2022
1980
164
1754
607
625
0
2566
1332
2577
604
1262
1914
0
830
1102
1489
1685
914
1267
2872
1087
1396
1385
2542
527
766
600
773
143
1121
203
1962
700
0
2585
1584
200
0
1431
1424
