Time
45
0
880
801
380
3252
978
2489
1946
1545
1402
226
2422
698
0
695
2959
1816
1513
1690
973
1728
1488
784
2178
1142
0
1261
1792
813
1193
1955
1613
754
1577
1015
303
1296
2330
770
1775
1436
