Time
0
1460
1508
349
1142
1560
3159
0
469
1359
1255
1549
954
0
470
1842
1185
568
908
1350
2098
47
2445
623
1742
2218
0
0
1554
1793
1962
2059
2327
1517
763
1563
652
371
651
940
940
1305
1055
