Time
861
1717
1068
1155
1322
362
1819
1932
0
1926
2855
0
1533
0
2013
1484
3368
94
569
318
708
1062
1340
2883
745
1256
961
1048
828
784
1099
308
1795
829
889
1503
1196
539
2421
255
160
2597
1130
3236
