Time
1081
786
770
753
942
1038
1015
960
0
849
1044
915
266
666
0
0
887
1228
366
1181
3614
0
608
1368
1598
1125
1576
1543
780
2062
2059
520
1849
236
1482
673
824
1793
1295
629
1621
1404
0
1068
806
1179
