Time
0
822
1162
1575
1004
959
1853
2722
1851
1002
0
1606
2205
1391
1456
368
2190
2227
753
1000
1650
1414
1260
1253
1980
1673
219
3254
2460
1317
1790
1920
686
1254
1993
701
2337
2881
1136
