Time
1924
0
2276
962
1161
1019
398
1183
2431
264
1050
1627
1715
1037
1340
0
500
396
2056
2275
1208
343
1069
865
978
1125
1691
2451
497
0
1111
1122
1590
0
3000
706
1310
731
1552
797
1053
1382
803
748
274
943
795
