Time
1860
1778
505
1210
2526
1065
3557
1561
2257
2292
2007
1819
1649
2087
769
0
921
3200
188
1307
1702
2033
67
1010
1021
1976
2050
572
0
439
1891
1976
1490
1644
230
1500
1813
0
2941
2314
0
