Time
0
1233
0
279
1299
890
1985
1379
66
1341
0
1707
815
0
1776
888
1910
2437
1293
684
179
2630
150
3231
1255
337
393
938
725
1503
187
0
1797
265
1558
1729
1298
1942
330
454
885
0
1097
1582
1859
1194
744
182
1204
1386
