Time
0
1325
259
391
1336
308
359
1189
2010
910
697
2706
228
1603
449
2242
1539
1573
1747
886
1833
806
946
795
864
361
2031
1597
784
2585
395
64
0
1176
160
0
1683
1413
1024
2187
1863
432
1060
0
2800
