Time
0
3019
0
698
1638
1836
253
1076
1082
1075
759
1167
810
2248
1090
1075
2178
798
1971
878
45
1782
603
316
375
1143
0
2760
2371
0
114
2280
1975
390
2785
961
707
596
2651
0
2541
2019
