Time
128
756
1578
3411
951
802
303
1391
915
1697
1765
1083
1252
0
79
32
569
279
968
1442
1266
1245
1174
0
520
2113
1070
2070
1027
1510
1126
0
765
1488
1880
822
1289
1047
1685
1870
0
1302
3157
1505
1118
1370
1455
