Time
901
1356
1062
1081
1215
823
760
1479
745
846
537
2112
916
2410
752
3264
2016
1093
2065
1518
988
614
725
926
1141
1847
0
2185
1570
697
1385
240
0
634
686
421
804
1671
2305
1106
100
1859
1391
810
94
0
2196
