Time
648
12881
0
1397
3799
2141
1800
1894
0
3723
0
1707
0
0
1963
743
0
3781
1745
4106
0
0
0
650
0
0
0
0
0
2729
0
0
0
0
1304
2992
6184
0
2438
0
0
