Time
0
851
0
0
0
4799
2145
0
0
2004
0
2032
6153
3662
0
6186
0
4171
0
0
0
336
1987
2066
1324
0
13239
0
1953
0
3827
0
0
0
0
3942
0
618
0
871
0
