Time
2667
0
0
0
0
6382
0
0
0
1397
1336
0
2208
4832
0
1718
4643
0
0
842
3123
0
3510
0
1383
736
2372
2949
3254
1989
0
869
2404
1765
0
5344
1137
808
3347
