Time
0
0
0
0
0
1455
3944
1320
0
0
2888
0
0
834
0
1135
9491
390
0
0
0
2906
1808
4083
1572
0
0
6076
0
0
0
1527
0
2811
0
0
1596
689
846
0
0
0
0
0
1428
